variant,sequence_count,line_number,test,subtest_index,passed,eligible,pass_proportion,proportion_flagged,uniformity_p_value,uniformity_flagged,raw_line,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,source,transform
pycryptodome_raw,8,96,NonOverlappingTemplate,81,8,8,1.0,False,,False,  0   1   0   1   1   1   1   0   0   3     ----       8/8       NonOverlappingTemplate,0,1,0,1,1,1,1,0,0,3,pycryptodome,raw
pycryptodome_raw,8,97,NonOverlappingTemplate,82,8,8,1.0,False,,False,  0   1   1   2   0   0   1   1   0   2     ----       8/8       NonOverlappingTemplate,0,1,1,2,0,0,1,1,0,2,pycryptodome,raw
pycryptodome_raw,8,98,NonOverlappingTemplate,83,8,8,1.0,False,,False,  1   1   1   0   0   0   1   4   0   0     ----       8/8       NonOverlappingTemplate,1,1,1,0,0,0,1,4,0,0,pycryptodome,raw
pycryptodome_raw,8,99,NonOverlappingTemplate,84,7,8,0.875,False,,False,  1   1   0   0   0   4   0   0   0   2     ----       7/8       NonOverlappingTemplate,1,1,0,0,0,4,0,0,0,2,pycryptodome,raw
pycryptodome_raw,8,100,NonOverlappingTemplate,85,8,8,1.0,False,,False,  1   0   1   2   1   1   1   1   0   0     ----       8/8       NonOverlappingTemplate,1,0,1,2,1,1,1,1,0,0,pycryptodome,raw
pycryptodome_raw,8,101,NonOverlappingTemplate,86,8,8,1.0,False,,False,  0   3   3   0   0   1   1   0   0   0     ----       8/8       NonOverlappingTemplate,0,3,3,0,0,1,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,102,NonOverlappingTemplate,87,8,8,1.0,False,,False,  2   2   1   0   0   1   0   1   0   1     ----       8/8       NonOverlappingTemplate,2,2,1,0,0,1,0,1,0,1,pycryptodome,raw
pycryptodome_raw,8,103,NonOverlappingTemplate,88,8,8,1.0,False,,False,  0   2   3   0   0   0   0   0   2   1     ----       8/8       NonOverlappingTemplate,0,2,3,0,0,0,0,0,2,1,pycryptodome,raw
pycryptodome_raw,8,104,NonOverlappingTemplate,89,8,8,1.0,False,,False,  1   0   1   0   1   1   0   1   1   2     ----       8/8       NonOverlappingTemplate,1,0,1,0,1,1,0,1,1,2,pycryptodome,raw
pycryptodome_raw,8,105,NonOverlappingTemplate,90,8,8,1.0,False,,False,  0   0   1   0   1   2   1   1   1   1     ----       8/8       NonOverlappingTemplate,0,0,1,0,1,2,1,1,1,1,pycryptodome,raw
pycryptodome_raw,8,106,NonOverlappingTemplate,91,8,8,1.0,False,,False,  1   1   1   0   1   1   2   0   1   0     ----       8/8       NonOverlappingTemplate,1,1,1,0,1,1,2,0,1,0,pycryptodome,raw
pycryptodome_raw,8,107,NonOverlappingTemplate,92,8,8,1.0,False,,False,  0   0   2   0   0   1   1   3   0   1     ----       8/8       NonOverlappingTemplate,0,0,2,0,0,1,1,3,0,1,pycryptodome,raw
pycryptodome_raw,8,108,NonOverlappingTemplate,93,8,8,1.0,False,,False,  1   2   2   1   0   0   0   1   1   0     ----       8/8       NonOverlappingTemplate,1,2,2,1,0,0,0,1,1,0,pycryptodome,raw
pycryptodome_raw,8,109,NonOverlappingTemplate,94,8,8,1.0,False,,False,  0   1   4   0   0   2   0   0   1   0     ----       8/8       NonOverlappingTemplate,0,1,4,0,0,2,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,110,NonOverlappingTemplate,95,8,8,1.0,False,,False,  1   1   0   0   0   2   2   2   0   0     ----       8/8       NonOverlappingTemplate,1,1,0,0,0,2,2,2,0,0,pycryptodome,raw
pycryptodome_raw,8,111,NonOverlappingTemplate,96,8,8,1.0,False,,False,  0   0   2   1   1   0   0   2   1   1     ----       8/8       NonOverlappingTemplate,0,0,2,1,1,0,0,2,1,1,pycryptodome,raw
pycryptodome_raw,8,112,NonOverlappingTemplate,97,8,8,1.0,False,,False,  2   0   0   3   0   1   0   2   0   0     ----       8/8       NonOverlappingTemplate,2,0,0,3,0,1,0,2,0,0,pycryptodome,raw
pycryptodome_raw,8,113,NonOverlappingTemplate,98,8,8,1.0,False,,False,  0   0   1   3   1   0   1   0   2   0     ----       8/8       NonOverlappingTemplate,0,0,1,3,1,0,1,0,2,0,pycryptodome,raw
pycryptodome_raw,8,114,NonOverlappingTemplate,99,8,8,1.0,False,,False,  0   1   1   0   1   0   2   1   2   0     ----       8/8       NonOverlappingTemplate,0,1,1,0,1,0,2,1,2,0,pycryptodome,raw
pycryptodome_raw,8,115,NonOverlappingTemplate,100,8,8,1.0,False,,False,  1   1   1   3   1   0   1   0   0   0     ----       8/8       NonOverlappingTemplate,1,1,1,3,1,0,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,116,NonOverlappingTemplate,101,8,8,1.0,False,,False,  1   0   1   0   2   0   1   2   0   1     ----       8/8       NonOverlappingTemplate,1,0,1,0,2,0,1,2,0,1,pycryptodome,raw
pycryptodome_raw,8,117,NonOverlappingTemplate,102,8,8,1.0,False,,False,  2   1   1   0   1   2   0   1   0   0     ----       8/8       NonOverlappingTemplate,2,1,1,0,1,2,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,118,NonOverlappingTemplate,103,8,8,1.0,False,,False,  0   0   1   0   2   0   1   2   1   1     ----       8/8       NonOverlappingTemplate,0,0,1,0,2,0,1,2,1,1,pycryptodome,raw
pycryptodome_raw,8,119,NonOverlappingTemplate,104,8,8,1.0,False,,False,  0   0   1   1   1   0   2   2   1   0     ----       8/8       NonOverlappingTemplate,0,0,1,1,1,0,2,2,1,0,pycryptodome,raw
pycryptodome_raw,8,120,NonOverlappingTemplate,105,8,8,1.0,False,,False,  0   0   2   0   3   0   2   0   1   0     ----       8/8       NonOverlappingTemplate,0,0,2,0,3,0,2,0,1,0,pycryptodome,raw
pycryptodome_raw,8,121,NonOverlappingTemplate,106,8,8,1.0,False,,False,  1   1   1   1   0   1   0   0   2   1     ----       8/8       NonOverlappingTemplate,1,1,1,1,0,1,0,0,2,1,pycryptodome,raw
pycryptodome_raw,8,122,NonOverlappingTemplate,107,8,8,1.0,False,,False,  2   1   1   1   0   0   1   0   0   2     ----       8/8       NonOverlappingTemplate,2,1,1,1,0,0,1,0,0,2,pycryptodome,raw
pycryptodome_raw,8,123,NonOverlappingTemplate,108,8,8,1.0,False,,False,  1   0   0   0   1   0   2   2   1   1     ----       8/8       NonOverlappingTemplate,1,0,0,0,1,0,2,2,1,1,pycryptodome,raw
pycryptodome_raw,8,124,NonOverlappingTemplate,109,8,8,1.0,False,,False,  0   0   1   1   0   3   0   0   3   0     ----       8/8       NonOverlappingTemplate,0,0,1,1,0,3,0,0,3,0,pycryptodome,raw
pycryptodome_raw,8,125,NonOverlappingTemplate,110,8,8,1.0,False,,False,  3   1   1   0   0   1   1   0   0   1     ----       8/8       NonOverlappingTemplate,3,1,1,0,0,1,1,0,0,1,pycryptodome,raw
pycryptodome_raw,8,126,NonOverlappingTemplate,111,8,8,1.0,False,,False,  1   0   1   1   1   1   1   2   0   0     ----       8/8       NonOverlappingTemplate,1,0,1,1,1,1,1,2,0,0,pycryptodome,raw
pycryptodome_raw,8,127,NonOverlappingTemplate,112,7,8,0.875,False,,False,  4   0   0   2   1   0   1   0   0   0     ----       7/8       NonOverlappingTemplate,4,0,0,2,1,0,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,128,NonOverlappingTemplate,113,8,8,1.0,False,,False,  0   3   1   1   2   0   0   0   1   0     ----       8/8       NonOverlappingTemplate,0,3,1,1,2,0,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,129,NonOverlappingTemplate,114,8,8,1.0,False,,False,  0   0   2   2   2   0   1   1   0   0     ----       8/8       NonOverlappingTemplate,0,0,2,2,2,0,1,1,0,0,pycryptodome,raw
pycryptodome_raw,8,130,NonOverlappingTemplate,115,7,8,0.875,False,,False,  3   0   0   1   0   1   0   0   2   1     ----       7/8       NonOverlappingTemplate,3,0,0,1,0,1,0,0,2,1,pycryptodome,raw
pycryptodome_raw,8,131,NonOverlappingTemplate,116,8,8,1.0,False,,False,  0   1   0   3   2   0   0   0   2   0     ----       8/8       NonOverlappingTemplate,0,1,0,3,2,0,0,0,2,0,pycryptodome,raw
pycryptodome_raw,8,132,NonOverlappingTemplate,117,8,8,1.0,False,,False,  0   1   0   0   0   1   1   0   3   2     ----       8/8       NonOverlappingTemplate,0,1,0,0,0,1,1,0,3,2,pycryptodome,raw
pycryptodome_raw,8,133,NonOverlappingTemplate,118,8,8,1.0,False,,False,  0   0   1   1   0   0   0   2   1   3     ----       8/8       NonOverlappingTemplate,0,0,1,1,0,0,0,2,1,3,pycryptodome,raw
pycryptodome_raw,8,134,NonOverlappingTemplate,119,8,8,1.0,False,,False,  1   0   0   1   0   3   0   0   1   2     ----       8/8       NonOverlappingTemplate,1,0,0,1,0,3,0,0,1,2,pycryptodome,raw
pycryptodome_raw,8,135,NonOverlappingTemplate,120,8,8,1.0,False,,False,  2   0   3   1   0   1   1   0   0   0     ----       8/8       NonOverlappingTemplate,2,0,3,1,0,1,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,136,NonOverlappingTemplate,121,8,8,1.0,False,,False,  1   1   2   1   1   0   0   0   1   1     ----       8/8       NonOverlappingTemplate,1,1,2,1,1,0,0,0,1,1,pycryptodome,raw
pycryptodome_raw,8,137,NonOverlappingTemplate,122,8,8,1.0,False,,False,  2   0   2   2   2   0   0   0   0   0     ----       8/8       NonOverlappingTemplate,2,0,2,2,2,0,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,138,NonOverlappingTemplate,123,8,8,1.0,False,,False,  0   2   1   1   1   1   1   0   1   0     ----       8/8       NonOverlappingTemplate,0,2,1,1,1,1,1,0,1,0,pycryptodome,raw
pycryptodome_raw,8,139,NonOverlappingTemplate,124,8,8,1.0,False,,False,  0   1   1   2   0   1   0   2   0   1     ----       8/8       NonOverlappingTemplate,0,1,1,2,0,1,0,2,0,1,pycryptodome,raw
pycryptodome_raw,8,140,NonOverlappingTemplate,125,8,8,1.0,False,,False,  1   2   2   1   0   0   0   2   0   0     ----       8/8       NonOverlappingTemplate,1,2,2,1,0,0,0,2,0,0,pycryptodome,raw
pycryptodome_raw,8,141,NonOverlappingTemplate,126,7,8,0.875,False,,False,  1   1   0   1   3   1   0   0   1   0     ----       7/8       NonOverlappingTemplate,1,1,0,1,3,1,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,142,NonOverlappingTemplate,127,8,8,1.0,False,,False,  1   0   1   0   2   1   0   2   0   1     ----       8/8       NonOverlappingTemplate,1,0,1,0,2,1,0,2,0,1,pycryptodome,raw
pycryptodome_raw,8,143,NonOverlappingTemplate,128,8,8,1.0,False,,False,  2   0   0   0   2   1   0   2   0   1     ----       8/8       NonOverlappingTemplate,2,0,0,0,2,1,0,2,0,1,pycryptodome,raw
pycryptodome_raw,8,144,NonOverlappingTemplate,129,8,8,1.0,False,,False,  0   1   0   0   2   0   1   0   3   1     ----       8/8       NonOverlappingTemplate,0,1,0,0,2,0,1,0,3,1,pycryptodome,raw
pycryptodome_raw,8,145,NonOverlappingTemplate,130,8,8,1.0,False,,False,  1   2   0   0   1   1   1   0   2   0     ----       8/8       NonOverlappingTemplate,1,2,0,0,1,1,1,0,2,0,pycryptodome,raw
pycryptodome_raw,8,146,NonOverlappingTemplate,131,8,8,1.0,False,,False,  1   1   0   0   0   1   2   2   1   0     ----       8/8       NonOverlappingTemplate,1,1,0,0,0,1,2,2,1,0,pycryptodome,raw
pycryptodome_raw,8,147,NonOverlappingTemplate,132,8,8,1.0,False,,False,  0   0   1   1   1   1   0   0   2   2     ----       8/8       NonOverlappingTemplate,0,0,1,1,1,1,0,0,2,2,pycryptodome,raw
pycryptodome_raw,8,148,NonOverlappingTemplate,133,8,8,1.0,False,,False,  0   0   0   1   1   2   1   0   1   2     ----       8/8       NonOverlappingTemplate,0,0,0,1,1,2,1,0,1,2,pycryptodome,raw
pycryptodome_raw,8,149,NonOverlappingTemplate,134,8,8,1.0,False,,False,  1   1   2   1   0   0   0   1   1   1     ----       8/8       NonOverlappingTemplate,1,1,2,1,0,0,0,1,1,1,pycryptodome,raw
pycryptodome_raw,8,150,NonOverlappingTemplate,135,8,8,1.0,False,,False,  1   0   3   0   0   0   0   2   0   2     ----       8/8       NonOverlappingTemplate,1,0,3,0,0,0,0,2,0,2,pycryptodome,raw
pycryptodome_raw,8,151,NonOverlappingTemplate,136,8,8,1.0,False,,False,  1   2   1   1   0   0   2   0   0   1     ----       8/8       NonOverlappingTemplate,1,2,1,1,0,0,2,0,0,1,pycryptodome,raw
pycryptodome_raw,8,152,NonOverlappingTemplate,137,8,8,1.0,False,,False,  1   1   1   1   0   0   0   2   0   2     ----       8/8       NonOverlappingTemplate,1,1,1,1,0,0,0,2,0,2,pycryptodome,raw
pycryptodome_raw,8,153,NonOverlappingTemplate,138,8,8,1.0,False,,False,  2   0   0   1   0   0   1   1   1   2     ----       8/8       NonOverlappingTemplate,2,0,0,1,0,0,1,1,1,2,pycryptodome,raw
pycryptodome_raw,8,154,NonOverlappingTemplate,139,8,8,1.0,False,,False,  2   1   1   0   2   1   0   0   0   1     ----       8/8       NonOverlappingTemplate,2,1,1,0,2,1,0,0,0,1,pycryptodome,raw
pycryptodome_raw,8,155,NonOverlappingTemplate,140,8,8,1.0,False,,False,  0   0   4   0   0   1   0   2   0   1     ----       8/8       NonOverlappingTemplate,0,0,4,0,0,1,0,2,0,1,pycryptodome,raw
pycryptodome_raw,8,156,NonOverlappingTemplate,141,8,8,1.0,False,,False,  0   1   0   2   1   0   0   1   0   3     ----       8/8       NonOverlappingTemplate,0,1,0,2,1,0,0,1,0,3,pycryptodome,raw
pycryptodome_raw,8,157,NonOverlappingTemplate,142,8,8,1.0,False,,False,  1   0   2   0   1   0   0   1   3   0     ----       8/8       NonOverlappingTemplate,1,0,2,0,1,0,0,1,3,0,pycryptodome,raw
pycryptodome_raw,8,158,NonOverlappingTemplate,143,8,8,1.0,False,,False,  0   0   0   2   1   0   0   1   2   2     ----       8/8       NonOverlappingTemplate,0,0,0,2,1,0,0,1,2,2,pycryptodome,raw
pycryptodome_raw,8,159,NonOverlappingTemplate,144,8,8,1.0,False,,False,  0   0   1   1   0   3   1   1   1   0     ----       8/8       NonOverlappingTemplate,0,0,1,1,0,3,1,1,1,0,pycryptodome,raw
pycryptodome_raw,8,160,NonOverlappingTemplate,145,8,8,1.0,False,,False,  1   1   2   2   0   0   1   0   1   0     ----       8/8       NonOverlappingTemplate,1,1,2,2,0,0,1,0,1,0,pycryptodome,raw
pycryptodome_raw,8,161,NonOverlappingTemplate,146,8,8,1.0,False,,False,  0   2   0   3   1   0   0   1   1   0     ----       8/8       NonOverlappingTemplate,0,2,0,3,1,0,0,1,1,0,pycryptodome,raw
pycryptodome_raw,8,162,NonOverlappingTemplate,147,8,8,1.0,False,,False,  2   0   3   1   0   1   0   1   0   0     ----       8/8       NonOverlappingTemplate,2,0,3,1,0,1,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,163,NonOverlappingTemplate,148,7,8,0.875,False,,False,  2   0   0   1   0   2   2   0   1   0     ----       7/8       NonOverlappingTemplate,2,0,0,1,0,2,2,0,1,0,pycryptodome,raw
pycryptodome_raw,8,164,OverlappingTemplate,1,7,8,0.875,False,,False,  2   0   0   0   0   1   1   1   1   2     ----       7/8       OverlappingTemplate,2,0,0,0,0,1,1,1,1,2,pycryptodome,raw
pycryptodome_raw,8,165,Universal,1,8,8,1.0,False,,False,  0   1   1   0   1   1   1   0   2   1     ----       8/8       Universal,0,1,1,0,1,1,1,0,2,1,pycryptodome,raw
pycryptodome_raw,8,166,ApproximateEntropy,1,8,8,1.0,False,,False,  0   1   1   0   0   1   0   3   0   2     ----       8/8       ApproximateEntropy,0,1,1,0,0,1,0,3,0,2,pycryptodome,raw
pycryptodome_raw,8,167,RandomExcursions,1,4,4,1.0,False,,False,  0   0   0   0   3   1   0   0   0   0     ----       4/4       RandomExcursions,0,0,0,0,3,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,168,RandomExcursions,2,4,4,1.0,False,,False,  1   0   0   0   0   2   0   0   1   0     ----       4/4       RandomExcursions,1,0,0,0,0,2,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,169,RandomExcursions,3,4,4,1.0,False,,False,  0   1   1   0   0   1   0   0   1   0     ----       4/4       RandomExcursions,0,1,1,0,0,1,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,170,RandomExcursions,4,4,4,1.0,False,,False,  0   2   0   0   0   0   0   0   1   1     ----       4/4       RandomExcursions,0,2,0,0,0,0,0,0,1,1,pycryptodome,raw
pycryptodome_raw,8,171,RandomExcursions,5,4,4,1.0,False,,False,  1   0   0   1   0   0   0   1   1   0     ----       4/4       RandomExcursions,1,0,0,1,0,0,0,1,1,0,pycryptodome,raw
pycryptodome_raw,8,172,RandomExcursions,6,4,4,1.0,False,,False,  1   0   1   1   0   0   1   0   0   0     ----       4/4       RandomExcursions,1,0,1,1,0,0,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,173,RandomExcursions,7,4,4,1.0,False,,False,  1   0   1   0   0   1   0   0   0   1     ----       4/4       RandomExcursions,1,0,1,0,0,1,0,0,0,1,pycryptodome,raw
pycryptodome_raw,8,174,RandomExcursions,8,4,4,1.0,False,,False,  0   1   0   2   0   0   0   1   0   0     ----       4/4       RandomExcursions,0,1,0,2,0,0,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,175,RandomExcursionsVariant,1,4,4,1.0,False,,False,  0   0   1   0   0   0   1   1   1   0     ----       4/4       RandomExcursionsVariant,0,0,1,0,0,0,1,1,1,0,pycryptodome,raw
pycryptodome_raw,8,176,RandomExcursionsVariant,2,4,4,1.0,False,,False,  0   0   1   0   0   2   0   1   0   0     ----       4/4       RandomExcursionsVariant,0,0,1,0,0,2,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,177,RandomExcursionsVariant,3,4,4,1.0,False,,False,  0   0   1   1   1   1   0   0   0   0     ----       4/4       RandomExcursionsVariant,0,0,1,1,1,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,178,RandomExcursionsVariant,4,4,4,1.0,False,,False,  0   1   1   0   0   2   0   0   0   0     ----       4/4       RandomExcursionsVariant,0,1,1,0,0,2,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,179,RandomExcursionsVariant,5,4,4,1.0,False,,False,  0   0   1   1   0   1   0   1   0   0     ----       4/4       RandomExcursionsVariant,0,0,1,1,0,1,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,180,RandomExcursionsVariant,6,4,4,1.0,False,,False,  0   0   1   1   0   1   0   0   1   0     ----       4/4       RandomExcursionsVariant,0,0,1,1,0,1,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,181,RandomExcursionsVariant,7,4,4,1.0,False,,False,  0   1   1   0   1   0   0   0   0   1     ----       4/4       RandomExcursionsVariant,0,1,1,0,1,0,0,0,0,1,pycryptodome,raw
pycryptodome_raw,8,182,RandomExcursionsVariant,8,4,4,1.0,False,,False,  1   1   0   0   0   1   0   1   0   0     ----       4/4       RandomExcursionsVariant,1,1,0,0,0,1,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,183,RandomExcursionsVariant,9,4,4,1.0,False,,False,  0   1   1   0   0   1   1   0   0   0     ----       4/4       RandomExcursionsVariant,0,1,1,0,0,1,1,0,0,0,pycryptodome,raw
pycryptodome_raw,8,184,RandomExcursionsVariant,10,4,4,1.0,False,,False,  1   0   0   1   1   0   0   1   0   0     ----       4/4       RandomExcursionsVariant,1,0,0,1,1,0,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,185,RandomExcursionsVariant,11,3,4,0.75,False,,False,  1   0   0   0   1   0   0   1   0   1     ----       3/4       RandomExcursionsVariant,1,0,0,0,1,0,0,1,0,1,pycryptodome,raw
pycryptodome_raw,8,186,RandomExcursionsVariant,12,3,4,0.75,False,,False,  1   0   0   2   0   0   0   0   1   0     ----       3/4       RandomExcursionsVariant,1,0,0,2,0,0,0,0,1,0,pycryptodome,raw
pycryptodome_raw,8,187,RandomExcursionsVariant,13,4,4,1.0,False,,False,  1   0   0   1   0   1   0   0   0   1     ----       4/4       RandomExcursionsVariant,1,0,0,1,0,1,0,0,0,1,pycryptodome,raw
pycryptodome_raw,8,188,RandomExcursionsVariant,14,4,4,1.0,False,,False,  1   0   0   1   0   1   0   1   0   0     ----       4/4       RandomExcursionsVariant,1,0,0,1,0,1,0,1,0,0,pycryptodome,raw
pycryptodome_raw,8,189,RandomExcursionsVariant,15,4,4,1.0,False,,False,  1   0   1   1   0   1   0   0   0   0     ----       4/4       RandomExcursionsVariant,1,0,1,1,0,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,190,RandomExcursionsVariant,16,4,4,1.0,False,,False,  1   0   1   0   1   1   0   0   0   0     ----       4/4       RandomExcursionsVariant,1,0,1,0,1,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,191,RandomExcursionsVariant,17,4,4,1.0,False,,False,  0   2   0   0   1   1   0   0   0   0     ----       4/4       RandomExcursionsVariant,0,2,0,0,1,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,192,RandomExcursionsVariant,18,4,4,1.0,False,,False,  0   1   1   0   1   1   0   0   0   0     ----       4/4       RandomExcursionsVariant,0,1,1,0,1,1,0,0,0,0,pycryptodome,raw
pycryptodome_raw,8,193,Serial,1,8,8,1.0,False,,False,  0   0   3   0   0   2   1   0   2   0     ----       8/8       Serial,0,0,3,0,0,2,1,0,2,0,pycryptodome,raw
pycryptodome_raw,8,194,Serial,2,8,8,1.0,False,,False,  0   0   2   0   0   1   1   1   0   3     ----       8/8       Serial,0,0,2,0,0,1,1,1,0,3,pycryptodome,raw
pycryptodome_raw,8,195,LinearComplexity,1,7,8,0.875,False,,False,  3   1   0   0   1   1   0   2   0   0     ----       7/8       LinearComplexity,3,1,0,0,1,1,0,2,0,0,pycryptodome,raw
pycryptodome_vn,2,8,Frequency,1,2,2,1.0,False,,False,  0   0   0   0   0   1   0   0   1   0     ----       2/2       Frequency,0,0,0,0,0,1,0,0,1,0,pycryptodome,vn
pycryptodome_vn,2,9,BlockFrequency,1,2,2,1.0,False,,False,  1   0   0   0   0   1   0   0   0   0     ----       2/2       BlockFrequency,1,0,0,0,0,1,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,10,CumulativeSums,1,2,2,1.0,False,,False,  0   0   0   0   0   0   1   0   1   0     ----       2/2       CumulativeSums,0,0,0,0,0,0,1,0,1,0,pycryptodome,vn
pycryptodome_vn,2,11,CumulativeSums,2,2,2,1.0,False,,False,  0   0   1   0   0   0   0   1   0   0     ----       2/2       CumulativeSums,0,0,1,0,0,0,0,1,0,0,pycryptodome,vn
pycryptodome_vn,2,12,Runs,1,2,2,1.0,False,,False,  1   0   0   1   0   0   0   0   0   0     ----       2/2       Runs,1,0,0,1,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,13,LongestRun,1,2,2,1.0,False,,False,  0   0   0   0   1   1   0   0   0   0     ----       2/2       LongestRun,0,0,0,0,1,1,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,14,Rank,1,2,2,1.0,False,,False,  0   0   1   0   0   0   0   0   1   0     ----       2/2       Rank,0,0,1,0,0,0,0,0,1,0,pycryptodome,vn
pycryptodome_vn,2,15,FFT,1,2,2,1.0,False,,False,  0   1   1   0   0   0   0   0   0   0     ----       2/2       FFT,0,1,1,0,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,16,NonOverlappingTemplate,1,2,2,1.0,False,,False,  0   0   0   0   0   1   0   1   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,1,0,1,0,0,pycryptodome,vn
pycryptodome_vn,2,17,NonOverlappingTemplate,2,2,2,1.0,False,,False,  1   0   0   1   0   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,1,0,0,1,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,18,NonOverlappingTemplate,3,2,2,1.0,False,,False,  0   0   0   0   0   0   1   1   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,1,1,0,0,pycryptodome,vn
pycryptodome_vn,2,19,NonOverlappingTemplate,4,2,2,1.0,False,,False,  1   1   0   0   0   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,1,1,0,0,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,20,NonOverlappingTemplate,5,2,2,1.0,False,,False,  0   0   0   0   0   0   1   0   0   1     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,1,0,0,1,pycryptodome,vn
pycryptodome_vn,2,21,NonOverlappingTemplate,6,2,2,1.0,False,,False,  0   0   0   0   0   0   0   1   1   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,0,1,1,0,pycryptodome,vn
pycryptodome_vn,2,22,NonOverlappingTemplate,7,2,2,1.0,False,,False,  0   0   2   0   0   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,2,0,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,23,NonOverlappingTemplate,8,2,2,1.0,False,,False,  1   0   0   0   1   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,1,0,0,0,1,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,24,NonOverlappingTemplate,9,2,2,1.0,False,,False,  0   1   0   0   0   1   0   0   0   0     ----       2/2       NonOverlappingTemplate,0,1,0,0,0,1,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,25,NonOverlappingTemplate,10,2,2,1.0,False,,False,  0   0   0   0   0   0   1   1   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,1,1,0,0,pycryptodome,vn
pycryptodome_vn,2,26,NonOverlappingTemplate,11,2,2,1.0,False,,False,  0   0   0   0   0   0   1   0   0   1     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,1,0,0,1,pycryptodome,vn
pycryptodome_vn,2,27,NonOverlappingTemplate,12,2,2,1.0,False,,False,  0   0   1   0   0   0   1   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,1,0,0,0,1,0,0,0,pycryptodome,vn
pycryptodome_vn,2,28,NonOverlappingTemplate,13,2,2,1.0,False,,False,  0   0   0   0   2   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,2,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,29,NonOverlappingTemplate,14,2,2,1.0,False,,False,  0   0   0   0   0   0   1   1   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,0,0,1,1,0,0,pycryptodome,vn
pycryptodome_vn,2,30,NonOverlappingTemplate,15,2,2,1.0,False,,False,  0   0   1   0   0   0   1   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,1,0,0,0,1,0,0,0,pycryptodome,vn
pycryptodome_vn,2,31,NonOverlappingTemplate,16,2,2,1.0,False,,False,  0   0   1   0   0   0   1   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,1,0,0,0,1,0,0,0,pycryptodome,vn
pycryptodome_vn,2,32,NonOverlappingTemplate,17,2,2,1.0,False,,False,  0   0   1   1   0   0   0   0   0   0     ----       2/2       NonOverlappingTemplate,0,0,1,1,0,0,0,0,0,0,pycryptodome,vn
pycryptodome_vn,2,33,NonOverlappingTemplate,18,2,2,1.0,False,,False,  1   0   0   0   0   0   0   0   0   1     ----       2/2       NonOverlappingTemplate,1,0,0,0,0,0,0,0,0,1,pycryptodome,vn
pycryptodome_vn,2,34,NonOverlappingTemplate,19,2,2,1.0,False,,False,  0   0   0   0   1   0   0   1   0   0     ----       2/2       NonOverlappingTemplate,0,0,0,0,1,0,0,1,0,0,pycryptodome,vn
